record_number,temperature,suitable_living_temp_cod,suitable_spawning_temp_cod,preferred_spawning_temp_cod
78772,7.559999942779541,true,true,false
78773,7.570000171661377,true,true,false
78774,7.570000171661377,true,true,false
78775,7.559999942779541,true,true,false
78776,7.579999923706055,true,true,false
78777,7.590000152587891,true,true,false
78778,7.570000171661377,true,true,false
78779,7.559999942779541,true,true,false
78780,7.579999923706055,true,true,false
78781,7.570000171661377,true,true,false
78782,7.559999942779541,true,true,false
78783,7.559999942779541,true,true,false
78784,7.579999923706055,true,true,false
78785,7.550000190734863,true,true,false
78786,7.579999923706055,true,true,false
78787,7.570000171661377,true,true,false
78788,7.579999923706055,true,true,false
78789,7.579999923706055,true,true,false
78790,7.570000171661377,true,true,false
78791,7.570000171661377,true,true,false
78792,7.570000171661377,true,true,false
78793,7.559999942779541,true,true,false
78794,7.570000171661377,true,true,false
78795,7.550000190734863,true,true,false
78796,7.550000190734863,true,true,false
78797,7.559999942779541,true,true,false
78798,7.550000190734863,true,true,false
78799,7.550000190734863,true,true,false
78800,7.550000190734863,true,true,false
78801,7.550000190734863,true,true,false
78802,7.550000190734863,true,true,false
78803,7.53000020980835,true,true,false
78804,7.550000190734863,true,true,false
78805,7.550000190734863,true,true,false
78806,7.519999980926514,true,true,false
78807,7.539999961853027,true,true,false
78808,7.519999980926514,true,true,false
78809,7.53000020980835,true,true,false
78810,7.53000020980835,true,true,false
78811,7.519999980926514,true,true,false
78812,7.519999980926514,true,true,false
78813,7.519999980926514,true,true,false
78814,7.519999980926514,true,true,false
78815,7.53000020980835,true,true,false
78816,7.53000020980835,true,true,false
78817,7.53000020980835,true,true,false
78818,7.53000020980835,true,true,false
78819,7.519999980926514,true,true,false
78820,7.510000228881836,true,true,false
78821,7.519999980926514,true,true,false
78822,7.5,true,true,false
78823,7.5,true,true,false
78824,7.53000020980835,true,true,false
78825,7.53000020980835,true,true,false
78826,7.510000228881836,true,true,false
78827,7.510000228881836,true,true,false
78828,7.519999980926514,true,true,false
78829,7.519999980926514,true,true,false
78830,7.5,true,true,false
78831,7.510000228881836,true,true,false
78832,7.510000228881836,true,true,false
78833,7.53000020980835,true,true,false
78834,7.53000020980835,true,true,false
78835,7.510000228881836,true,true,false
78836,7.510000228881836,true,true,false
78837,7.519999980926514,true,true,false
78838,7.519999980926514,true,true,false
78839,7.519999980926514,true,true,false
78840,7.510000228881836,true,true,false
78841,7.53000020980835,true,true,false
78842,7.519999980926514,true,true,false
78843,7.5,true,true,false
78844,7.519999980926514,true,true,false
78845,7.519999980926514,true,true,false
78846,7.5,true,true,false
78847,7.519999980926514,true,true,false
78848,7.489999771118164,true,true,false
78849,7.519999980926514,true,true,false
78850,7.510000228881836,true,true,false
78851,7.519999980926514,true,true,false
78852,7.519999980926514,true,true,false
78853,7.519999980926514,true,true,false
78854,7.5,true,true,false
78855,7.519999980926514,true,true,false
78856,7.510000228881836,true,true,false
78857,7.519999980926514,true,true,false
78858,7.519999980926514,true,true,false
78859,7.519999980926514,true,true,false
78860,7.519999980926514,true,true,false
78861,7.519999980926514,true,true,false
78862,7.519999980926514,true,true,false
78863,7.519999980926514,true,true,false
78864,7.53000020980835,true,true,false
78865,7.519999980926514,true,true,false
78866,7.519999980926514,true,true,false
78867,7.519999980926514,true,true,false
78868,7.519999980926514,true,true,false
78869,7.539999961853027,true,true,false
78870,7.53000020980835,true,true,false
78871,7.53000020980835,true,true,false
78872,7.510000228881836,true,true,false
78873,7.550000190734863,true,true,false
78874,7.550000190734863,true,true,false
78875,7.519999980926514,true,true,false
78876,7.539999961853027,true,true,false
78877,7.550000190734863,true,true,false
78878,7.53000020980835,true,true,false
78879,7.539999961853027,true,true,false
78880,7.510000228881836,true,true,false
78881,7.550000190734863,true,true,false
78882,7.519999980926514,true,true,false
78883,7.510000228881836,true,true,false
78884,7.53000020980835,true,true,false
78885,7.539999961853027,true,true,false
78886,7.53000020980835,true,true,false
78887,7.539999961853027,true,true,false
78888,7.539999961853027,true,true,false
78889,7.53000020980835,true,true,false
78890,7.550000190734863,true,true,false
78891,7.53000020980835,true,true,false
78892,7.519999980926514,true,true,false
78893,7.53000020980835,true,true,false
78894,7.53000020980835,true,true,false
78895,7.539999961853027,true,true,false
78896,7.53000020980835,true,true,false
78897,7.539999961853027,true,true,false
78898,7.510000228881836,true,true,false
78899,7.539999961853027,true,true,false
78900,7.550000190734863,true,true,false
78901,7.550000190734863,true,true,false
78902,7.53000020980835,true,true,false
78903,7.53000020980835,true,true,false
78904,7.53000020980835,true,true,false
78905,7.539999961853027,true,true,false
78906,7.519999980926514,true,true,false
78907,7.539999961853027,true,true,false
78908,7.53000020980835,true,true,false
78909,7.539999961853027,true,true,false
78910,7.539999961853027,true,true,false
78911,7.53000020980835,true,true,false
78912,7.53000020980835,true,true,false
78913,7.510000228881836,true,true,false
78914,7.539999961853027,true,true,false
78915,7.510000228881836,true,true,false
78916,7.519999980926514,true,true,false
78917,7.53000020980835,true,true,false
78918,7.539999961853027,true,true,false
78919,7.519999980926514,true,true,false
78920,7.550000190734863,true,true,false
78921,7.53000020980835,true,true,false
78922,7.53000020980835,true,true,false
78923,7.519999980926514,true,true,false
78924,7.53000020980835,true,true,false
78925,7.519999980926514,true,true,false
78926,7.539999961853027,true,true,false
78927,7.53000020980835,true,true,false
78928,7.53000020980835,true,true,false
78929,7.53000020980835,true,true,false
78930,7.53000020980835,true,true,false
78931,7.53000020980835,true,true,false
78932,7.53000020980835,true,true,false
78933,7.53000020980835,true,true,false
78934,7.519999980926514,true,true,false
78935,7.539999961853027,true,true,false
78936,7.519999980926514,true,true,false
78937,7.53000020980835,true,true,false
78938,7.539999961853027,true,true,false
78939,7.519999980926514,true,true,false
78940,7.519999980926514,true,true,false
78941,7.53000020980835,true,true,false
78942,7.53000020980835,true,true,false
78943,7.53000020980835,true,true,false
78944,7.539999961853027,true,true,false
78945,7.53000020980835,true,true,false
78946,7.539999961853027,true,true,false
78947,7.53000020980835,true,true,false
78948,7.539999961853027,true,true,false
78949,7.519999980926514,true,true,false
78950,7.53000020980835,true,true,false
78951,7.53000020980835,true,true,false
78952,7.539999961853027,true,true,false
78953,7.539999961853027,true,true,false
78954,7.53000020980835,true,true,false
78955,7.53000020980835,true,true,false
78956,7.519999980926514,true,true,false
78957,7.53000020980835,true,true,false
78958,7.539999961853027,true,true,false
78959,7.519999980926514,true,true,false
78960,7.53000020980835,true,true,false
78961,7.53000020980835,true,true,false
78962,7.519999980926514,true,true,false
78963,7.53000020980835,true,true,false
78964,7.539999961853027,true,true,false
78965,7.53000020980835,true,true,false
78966,7.539999961853027,true,true,false
78967,7.539999961853027,true,true,false
78968,7.519999980926514,true,true,false
78969,7.53000020980835,true,true,false
78970,7.519999980926514,true,true,false
78971,7.519999980926514,true,true,false
78972,7.53000020980835,true,true,false
78973,7.5,true,true,false
78974,7.53000020980835,true,true,false
78975,7.539999961853027,true,true,false
78976,7.539999961853027,true,true,false
78977,7.550000190734863,true,true,false
78978,7.539999961853027,true,true,false
78979,7.53000020980835,true,true,false
78980,7.519999980926514,true,true,false
78981,7.539999961853027,true,true,false
78982,7.53000020980835,true,true,false
78983,7.53000020980835,true,true,false
78984,7.53000020980835,true,true,false
78985,7.539999961853027,true,true,false
78986,7.53000020980835,true,true,false
78987,7.53000020980835,true,true,false
78988,7.550000190734863,true,true,false
78989,7.519999980926514,true,true,false
78990,7.53000020980835,true,true,false
78991,7.53000020980835,true,true,false
78992,7.550000190734863,true,true,false
78993,7.519999980926514,true,true,false
78994,7.53000020980835,true,true,false
78995,7.539999961853027,true,true,false
78996,7.550000190734863,true,true,false
78997,7.519999980926514,true,true,false
78998,7.53000020980835,true,true,false
78999,7.53000020980835,true,true,false
79000,7.53000020980835,true,true,false
79001,7.53000020980835,true,true,false
79002,7.550000190734863,true,true,false
79003,7.539999961853027,true,true,false
79004,7.53000020980835,true,true,false
79005,7.539999961853027,true,true,false
79006,7.53000020980835,true,true,false
79007,7.550000190734863,true,true,false
79008,7.53000020980835,true,true,false
79009,7.53000020980835,true,true,false
79010,7.519999980926514,true,true,false
79011,7.53000020980835,true,true,false
79012,7.53000020980835,true,true,false
79013,7.550000190734863,true,true,false
79014,7.53000020980835,true,true,false
79015,7.539999961853027,true,true,false
79016,7.53000020980835,true,true,false
79017,7.519999980926514,true,true,false
79018,7.550000190734863,true,true,false
79019,7.53000020980835,true,true,false
79020,7.550000190734863,true,true,false
79021,7.539999961853027,true,true,false
79022,7.519999980926514,true,true,false
79023,7.550000190734863,true,true,false
79024,7.539999961853027,true,true,false
79025,7.53000020980835,true,true,false
79026,7.539999961853027,true,true,false
79027,7.53000020980835,true,true,false
79028,7.539999961853027,true,true,false
79029,7.539999961853027,true,true,false
79030,7.53000020980835,true,true,false
79031,7.539999961853027,true,true,false
79032,7.53000020980835,true,true,false
79033,7.550000190734863,true,true,false
79034,7.53000020980835,true,true,false
79035,7.53000020980835,true,true,false
79036,7.539999961853027,true,true,false
79037,7.53000020980835,true,true,false
79038,7.519999980926514,true,true,false
79039,7.53000020980835,true,true,false
79040,7.550000190734863,true,true,false
79041,7.539999961853027,true,true,false
79042,7.53000020980835,true,true,false
79043,7.539999961853027,true,true,false
79044,7.53000020980835,true,true,false
79045,7.53000020980835,true,true,false
79046,7.53000020980835,true,true,false
79047,7.53000020980835,true,true,false
79048,7.53000020980835,true,true,false
79049,7.519999980926514,true,true,false
79050,7.539999961853027,true,true,false
79051,7.539999961853027,true,true,false
79052,7.519999980926514,true,true,false
79053,7.53000020980835,true,true,false
79054,7.519999980926514,true,true,false
79055,7.539999961853027,true,true,false
79056,7.53000020980835,true,true,false
79057,7.539999961853027,true,true,false
79058,7.519999980926514,true,true,false
79059,7.53000020980835,true,true,false
79060,7.519999980926514,true,true,false
79061,7.510000228881836,true,true,false
79062,7.519999980926514,true,true,false
79063,7.539999961853027,true,true,false
79064,7.53000020980835,true,true,false
79065,7.550000190734863,true,true,false
79066,7.570000171661377,true,true,false
79067,7.53000020980835,true,true,false
79068,7.539999961853027,true,true,false
79069,7.550000190734863,true,true,false
79070,7.539999961853027,true,true,false
79071,7.559999942779541,true,true,false
79072,7.539999961853027,true,true,false
79073,7.550000190734863,true,true,false
79074,7.559999942779541,true,true,false
79075,7.559999942779541,true,true,false
79076,7.539999961853027,true,true,false
79077,7.539999961853027,true,true,false
79078,7.550000190734863,true,true,false
79079,7.559999942779541,true,true,false
79080,7.559999942779541,true,true,false
79081,7.570000171661377,true,true,false
79082,7.550000190734863,true,true,false
79083,7.550000190734863,true,true,false
79084,7.559999942779541,true,true,false
79085,7.550000190734863,true,true,false
79086,7.550000190734863,true,true,false
79087,7.550000190734863,true,true,false
79088,7.550000190734863,true,true,false
79089,7.550000190734863,true,true,false
79090,7.550000190734863,true,true,false
79091,7.559999942779541,true,true,false
79092,7.550000190734863,true,true,false
79093,7.550000190734863,true,true,false
79094,7.539999961853027,true,true,false
79095,7.579999923706055,true,true,false
79096,7.550000190734863,true,true,false
79097,7.539999961853027,true,true,false
79098,7.559999942779541,true,true,false
79099,7.559999942779541,true,true,false
79100,7.559999942779541,true,true,false
79101,7.559999942779541,true,true,false
79102,7.570000171661377,true,true,false
79103,7.550000190734863,true,true,false
79104,7.550000190734863,true,true,false
79105,7.550000190734863,true,true,false
79106,7.550000190734863,true,true,false
79107,7.550000190734863,true,true,false
79108,7.539999961853027,true,true,false
79109,7.559999942779541,true,true,false
79110,7.559999942779541,true,true,false
79111,7.559999942779541,true,true,false
79112,7.550000190734863,true,true,false
79113,7.539999961853027,true,true,false
79114,7.539999961853027,true,true,false
79115,7.559999942779541,true,true,false
79116,7.539999961853027,true,true,false
79117,7.550000190734863,true,true,false
79118,7.539999961853027,true,true,false
79119,7.53000020980835,true,true,false
79120,7.539999961853027,true,true,false
79121,7.539999961853027,true,true,false
79122,7.53000020980835,true,true,false
79123,7.539999961853027,true,true,false
79124,7.539999961853027,true,true,false
79125,7.559999942779541,true,true,false
79126,7.539999961853027,true,true,false
79127,7.539999961853027,true,true,false
79128,7.539999961853027,true,true,false
79129,7.550000190734863,true,true,false
79130,7.550000190734863,true,true,false
79131,7.550000190734863,true,true,false
79132,7.539999961853027,true,true,false
79133,7.53000020980835,true,true,false
79134,7.539999961853027,true,true,false
79135,7.550000190734863,true,true,false
79136,7.539999961853027,true,true,false
79137,7.539999961853027,true,true,false
79138,7.539999961853027,true,true,false
79139,7.519999980926514,true,true,false
79140,7.539999961853027,true,true,false
79141,7.53000020980835,true,true,false
79142,7.559999942779541,true,true,false
79143,7.519999980926514,true,true,false
79144,7.539999961853027,true,true,false
79145,7.550000190734863,true,true,false
79146,7.539999961853027,true,true,false
79147,7.550000190734863,true,true,false
79148,7.53000020980835,true,true,false
79149,7.53000020980835,true,true,false
79150,7.539999961853027,true,true,false
79151,7.53000020980835,true,true,false
79152,7.519999980926514,true,true,false
79153,7.539999961853027,true,true,false
79154,7.539999961853027,true,true,false
79155,7.53000020980835,true,true,false
79156,7.539999961853027,true,true,false
79157,7.539999961853027,true,true,false
79158,7.539999961853027,true,true,false
79159,7.550000190734863,true,true,false
79160,7.550000190734863,true,true,false
79161,7.539999961853027,true,true,false
79162,7.550000190734863,true,true,false
79163,7.550000190734863,true,true,false
79164,7.539999961853027,true,true,false
79165,7.550000190734863,true,true,false
79166,7.550000190734863,true,true,false
79167,7.539999961853027,true,true,false
79168,7.559999942779541,true,true,false
79169,7.53000020980835,true,true,false
79170,7.53000020980835,true,true,false
79171,7.559999942779541,true,true,false
79172,7.539999961853027,true,true,false
79173,7.550000190734863,true,true,false
79174,7.539999961853027,true,true,false
79175,7.53000020980835,true,true,false
79176,7.539999961853027,true,true,false
79177,7.539999961853027,true,true,false
79178,7.539999961853027,true,true,false
79179,7.539999961853027,true,true,false
79180,7.53000020980835,true,true,false
79181,7.550000190734863,true,true,false
79182,7.539999961853027,true,true,false
79183,7.539999961853027,true,true,false
79184,7.559999942779541,true,true,false
79185,7.539999961853027,true,true,false
79186,7.53000020980835,true,true,false
79187,7.53000020980835,true,true,false
79188,7.550000190734863,true,true,false
79189,7.539999961853027,true,true,false
79190,7.539999961853027,true,true,false
79191,7.53000020980835,true,true,false
79192,7.53000020980835,true,true,false
79193,7.539999961853027,true,true,false
79194,7.539999961853027,true,true,false
79195,7.539999961853027,true,true,false
79196,7.510000228881836,true,true,false
79197,7.53000020980835,true,true,false
79198,7.539999961853027,true,true,false
79199,7.53000020980835,true,true,false
79200,7.519999980926514,true,true,false
79201,7.550000190734863,true,true,false
79202,7.53000020980835,true,true,false
79203,7.539999961853027,true,true,false
79204,7.539999961853027,true,true,false
79205,7.53000020980835,true,true,false
79206,7.539999961853027,true,true,false
79207,7.539999961853027,true,true,false
79208,7.539999961853027,true,true,false
79209,7.539999961853027,true,true,false
79210,7.53000020980835,true,true,false
79211,7.550000190734863,true,true,false
79212,7.550000190734863,true,true,false
79213,7.539999961853027,true,true,false
79214,7.53000020980835,true,true,false
79215,7.539999961853027,true,true,false
79216,7.53000020980835,true,true,false
79217,7.539999961853027,true,true,false
79218,7.539999961853027,true,true,false
79219,7.539999961853027,true,true,false
79220,7.53000020980835,true,true,false
79221,7.53000020980835,true,true,false
79222,7.550000190734863,true,true,false
79223,7.539999961853027,true,true,false
79224,7.53000020980835,true,true,false
79225,7.550000190734863,true,true,false
79226,7.539999961853027,true,true,false
79227,7.539999961853027,true,true,false
79228,7.570000171661377,true,true,false
79229,7.570000171661377,true,true,false
79230,7.559999942779541,true,true,false
79231,7.53000020980835,true,true,false
79232,7.550000190734863,true,true,false
79233,7.53000020980835,true,true,false
79234,7.539999961853027,true,true,false
79235,7.539999961853027,true,true,false
79236,7.53000020980835,true,true,false
79237,7.53000020980835,true,true,false
79238,7.539999961853027,true,true,false
79239,7.550000190734863,true,true,false
79240,7.539999961853027,true,true,false
79241,7.559999942779541,true,true,false
79242,7.550000190734863,true,true,false
79243,7.559999942779541,true,true,false
79244,7.550000190734863,true,true,false
79245,7.539999961853027,true,true,false
79246,7.539999961853027,true,true,false
79247,7.539999961853027,true,true,false
79248,7.550000190734863,true,true,false
79249,7.539999961853027,true,true,false
79250,7.53000020980835,true,true,false
79251,7.550000190734863,true,true,false
79252,7.539999961853027,true,true,false
79253,7.550000190734863,true,true,false
79254,7.559999942779541,true,true,false
79255,7.550000190734863,true,true,false
79256,7.559999942779541,true,true,false
79257,7.539999961853027,true,true,false
79258,7.550000190734863,true,true,false
79259,7.539999961853027,true,true,false
79260,7.559999942779541,true,true,false
79261,7.539999961853027,true,true,false
79262,7.53000020980835,true,true,false
79263,7.550000190734863,true,true,false
79264,7.559999942779541,true,true,false
79265,7.550000190734863,true,true,false
79266,7.559999942779541,true,true,false
79267,7.550000190734863,true,true,false
79268,7.550000190734863,true,true,false
79269,7.539999961853027,true,true,false
79270,7.539999961853027,true,true,false
79271,7.550000190734863,true,true,false
79272,7.559999942779541,true,true,false
79273,7.550000190734863,true,true,false
79274,7.570000171661377,true,true,false
79275,7.539999961853027,true,true,false
79276,7.550000190734863,true,true,false
79277,7.559999942779541,true,true,false
79278,7.559999942779541,true,true,false
79279,7.550000190734863,true,true,false
79280,7.550000190734863,true,true,false
79281,7.559999942779541,true,true,false
79282,7.570000171661377,true,true,false
79283,7.550000190734863,true,true,false
79284,7.559999942779541,true,true,false
79285,7.570000171661377,true,true,false
79286,7.539999961853027,true,true,false
79287,7.559999942779541,true,true,false
79288,7.559999942779541,true,true,false
79289,7.559999942779541,true,true,false
79290,7.570000171661377,true,true,false
79291,7.539999961853027,true,true,false
79292,7.550000190734863,true,true,false
79293,7.559999942779541,true,true,false
79294,7.539999961853027,true,true,false
79295,7.539999961853027,true,true,false
79296,7.570000171661377,true,true,false
79297,7.559999942779541,true,true,false
79298,7.539999961853027,true,true,false
79299,7.559999942779541,true,true,false
79300,7.539999961853027,true,true,false
79301,7.559999942779541,true,true,false
79302,7.550000190734863,true,true,false
79303,7.550000190734863,true,true,false
79304,7.570000171661377,true,true,false
79305,7.550000190734863,true,true,false
79306,7.539999961853027,true,true,false
79307,7.550000190734863,true,true,false
79308,7.550000190734863,true,true,false
79309,7.539999961853027,true,true,false
79310,7.570000171661377,true,true,false
79311,7.539999961853027,true,true,false
79312,7.559999942779541,true,true,false
79313,7.559999942779541,true,true,false
79314,7.579999923706055,true,true,false
79315,7.539999961853027,true,true,false
79316,7.550000190734863,true,true,false
79317,7.550000190734863,true,true,false
79318,7.559999942779541,true,true,false
79319,7.559999942779541,true,true,false
79320,7.570000171661377,true,true,false
79321,7.559999942779541,true,true,false
79322,7.559999942779541,true,true,false
79323,7.559999942779541,true,true,false
79324,7.559999942779541,true,true,false
79325,7.559999942779541,true,true,false
79326,7.559999942779541,true,true,false
79327,7.539999961853027,true,true,false
79328,7.570000171661377,true,true,false
79329,7.550000190734863,true,true,false
79330,7.559999942779541,true,true,false
79331,7.550000190734863,true,true,false
79332,7.570000171661377,true,true,false
79333,7.559999942779541,true,true,false
79334,7.570000171661377,true,true,false
79335,7.550000190734863,true,true,false
79336,7.559999942779541,true,true,false
79337,7.550000190734863,true,true,false
79338,7.550000190734863,true,true,false
79339,7.550000190734863,true,true,false
79340,7.559999942779541,true,true,false
79341,7.559999942779541,true,true,false
79342,7.570000171661377,true,true,false
79343,7.559999942779541,true,true,false
79344,7.570000171661377,true,true,false
79345,7.559999942779541,true,true,false
79346,7.570000171661377,true,true,false
79347,7.570000171661377,true,true,false
79348,7.579999923706055,true,true,false
79349,7.559999942779541,true,true,false
79350,7.570000171661377,true,true,false
79351,7.550000190734863,true,true,false
79352,7.570000171661377,true,true,false
79353,7.570000171661377,true,true,false
79354,7.550000190734863,true,true,false
79355,7.559999942779541,true,true,false
79356,7.570000171661377,true,true,false
79357,7.550000190734863,true,true,false
79358,7.570000171661377,true,true,false
79359,7.570000171661377,true,true,false
79360,7.559999942779541,true,true,false
79361,7.570000171661377,true,true,false
79362,7.570000171661377,true,true,false
79363,7.579999923706055,true,true,false
79364,7.579999923706055,true,true,false
79365,7.590000152587891,true,true,false
79366,7.579999923706055,true,true,false
79367,7.579999923706055,true,true,false
79368,7.590000152587891,true,true,false
79369,7.550000190734863,true,true,false
79370,7.579999923706055,true,true,false
79371,7.579999923706055,true,true,false
79372,7.559999942779541,true,true,false
79373,7.559999942779541,true,true,false
79374,7.570000171661377,true,true,false
79375,7.570000171661377,true,true,false
79376,7.579999923706055,true,true,false
79377,7.590000152587891,true,true,false
79378,7.579999923706055,true,true,false
79379,7.579999923706055,true,true,false
79380,7.570000171661377,true,true,false
79381,7.579999923706055,true,true,false
79382,7.579999923706055,true,true,false
79383,7.570000171661377,true,true,false
79384,7.590000152587891,true,true,false
79385,7.579999923706055,true,true,false
79386,7.590000152587891,true,true,false
79387,7.579999923706055,true,true,false
79388,7.570000171661377,true,true,false
79389,7.570000171661377,true,true,false
79390,7.559999942779541,true,true,false
79391,7.559999942779541,true,true,false
79392,7.570000171661377,true,true,false
79393,7.590000152587891,true,true,false
79394,7.579999923706055,true,true,false
79395,7.579999923706055,true,true,false
79396,7.590000152587891,true,true,false
79397,7.559999942779541,true,true,false
79398,7.579999923706055,true,true,false
79399,7.590000152587891,true,true,false
